,date,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X002236.SZ,X000100.SZ,X002475.SZ,X601877.SH,X000568.SZ,X300124.SZ
104,2015-03-18,0.0217503622754699,0.015863374254323,0.0208025256763723,0.0169213101233422,0.0177047134646783,0.0164714912903386,0.0155727613002674,0.0186763345878131,0.00998864948386521,0.0142397240594507,0.0205165072407926,0.0273254839623988,0.0109326384403671,0.018404176179439,0.0224362331771334,0.0152525342379882,0.0150534546335552,0.0227183809561287,0.01861516793602,0.0134930240129418,0.012619384262753,0.0210204013350296,0.0208962450377435
105,2015-03-19,0.0217268869858466,0.0158472284571844,0.0207846043295437,0.0169036909742668,0.0177724582876793,0.0164754152345874,0.0155930939426908,0.0187083710945055,0.0100216641909245,0.0142356730322456,0.0203403312822904,0.0272984767686192,0.0109832984936593,0.0184018375317189,0.0226646272752467,0.0153220278070435,0.0150610848605148,0.0227260545944316,0.0187403609000086,0.0135068942034445,0.0130340923966223,0.0210248525448703,0.0211457199642493
106,2015-03-20,0.0216644014374766,0.0158408610439238,0.0207883612068918,0.0169195684528392,0.0177864756533706,0.0164302368258061,0.0155881891333385,0.0186667911422227,0.0099848904773077,0.0142404599997725,0.0202931422630869,0.0272884575206463,0.0109660574699247,0.018381144247361,0.0226713245347794,0.0152396120458407,0.015117421727756,0.0230481522625873,0.0186697421370901,0.0134916461028393,0.012929497959111,0.0210504634297872,0.0208386134967142
107,2015-03-23,0.0216591469094198,0.0157448037243394,0.0208492815727631,0.0169193097857663,0.0178217990438751,0.0164067338213331,0.0156002794545453,0.018688426627832,0.00998335374475089,0.0142680332707331,0.0202919388051535,0.0273061093334695,0.0113461031287122,0.0185198981745804,0.0228272992131935,0.0152362428720508,0.0152151823716026,0.0229761818827646,0.018804456329428,0.0135719626865981,0.0130032107496296,0.0209358505438486,0.0209567037334655
108,2015-03-24,0.0216752512324721,0.0158949304826454,0.0208349108212844,0.0168275599645788,0.0177502328950054,0.0164562786031787,0.015534754359178,0.0187552281783785,0.0101065997073774,0.0142033522558637,0.0202354245224479,0.0273267400983818,0.0113877727416678,0.0185384459256141,0.0228274167294324,0.015278225968934,0.0152337388239081,0.0229309853574904,0.0187533096162444,0.0136151579999854,0.0130410884333271,0.0211040402680611,0.020930376144015
109,2015-03-25,0.0216767291322046,0.015570951183513,0.0208393886060665,0.0168030941299509,0.017746847975472,0.0164555970543072,0.0154597247097707,0.0187678222662217,0.00966116935705105,0.0142056721888988,0.0203208190301301,0.027217348223561,0.011367121885128,0.0185059382452891,0.022799300622521,0.0152081672540055,0.0152457289810909,0.0227826718152632,0.0188441614819011,0.0135564413932583,0.0130580757148716,0.0212076652400844,0.0208730833618864
110,2015-03-26,0.0216565880464022,0.0156176178824287,0.0209584656810937,0.016715675201434,0.018020473615564,0.0164769418513621,0.0157426574861283,0.0186982211794047,0.00966411670517509,0.0142163220140898,0.0203040125581899,0.0271310572552945,0.011485073669086,0.0184549899237306,0.023023226435043,0.015312184376199,0.0152462804437906,0.023443351724101,0.019078995433665,0.0136075021118316,0.0130356515446505,0.0212543204254348,0.0211247463674137
111,2015-03-27,0.0214573312642108,0.0155981880966546,0.0209544912098528,0.0167086750199001,0.018003157465998,0.0162974480714176,0.015674492140473,0.0187122049812856,0.00964858627557714,0.0142048685853076,0.0203319251396739,0.0263697453511556,0.0115179070017283,0.0183825030049107,0.0228794707563938,0.0152978451562961,0.0151360702011504,0.0234071348034222,0.019048967419767,0.0134496257529349,0.013032993062235,0.0212625862342561,0.0210625658562058
112,2015-03-30,0.0212998379973839,0.0150675500328631,0.0209789512596053,0.0167156870906629,0.0181309785067686,0.0165827741224134,0.0156492227717041,0.0184589012692549,0.00974718258307146,0.0147747014815848,0.0197591014876197,0.0277621650768031,0.0114151683053662,0.0200488634308,0.0247207944165899,0.0152028582232645,0.0152851810406172,0.0221473029141755,0.0187320246167273,0.0124746626937397,0.013236182875461,0.0207458331683362,0.020714765509762
113,2015-03-31,0.0212758512340334,0.0150820026330881,0.0210297511145663,0.0167118238268467,0.0183635319988311,0.0159327636302555,0.0154533681777591,0.0184808238703329,0.00975287978149316,0.0147729649434769,0.0198074151384131,0.0272542895293872,0.0118465066468018,0.0197536939704771,0.02396949077218,0.0153064280184528,0.0152978009321588,0.021971979016166,0.018654458939024,0.0125025658971999,0.0131403168332517,0.0209380520092153,0.0208409136299462
114,2015-04-01,0.0203131070555159,0.0148671287595141,0.0211020457395063,0.0167839237862477,0.018457656312585,0.0159032764918794,0.0155447805033914,0.0183974317886582,0.00952081607407337,0.0149165691327381,0.0196912031122968,0.0273306266348479,0.0121069237719651,0.0198401730574435,0.0236608446485506,0.0153178470825118,0.0147356732557441,0.0221112340101268,0.0184898565852819,0.0127538402892785,0.013386315701622,0.0209365434984153,0.0205153447944665
115,2015-04-02,0.0201354396812103,0.014875936026314,0.0209921441523406,0.0166958647454408,0.0185435355655789,0.0159255481273544,0.0153953180860717,0.0184277345787696,0.00950044938918776,0.0147958382143574,0.0196195174621477,0.0239418311546418,0.0124381224278407,0.0197671587961186,0.0233990605091247,0.0151734375522514,0.0145930343556462,0.0222173446476744,0.0185157410667905,0.012749463995962,0.0134314030223768,0.020724102689531,0.021194682802578
116,2015-04-03,0.0201048565995477,0.0146775233826673,0.0207527181534314,0.0163502951741278,0.0185334893402301,0.0158856434427559,0.0153956638139409,0.0182662425487137,0.00949950841264564,0.0146733406062615,0.0195973461805816,0.02363980118494,0.0123832344453797,0.0197643694805358,0.02339345907224,0.0151077632547711,0.0146867674960437,0.0222631878168895,0.0185158882566962,0.012821557675326,0.0134513401033707,0.0206147664269495,0.020763662606194
117,2015-04-07,0.0201158984129993,0.0148282067454468,0.0205510508455436,0.0163349835222693,0.0185140247307321,0.0159906709516157,0.0155816340056563,0.0182221947625179,0.00949964769605728,0.0148982053212686,0.0195084183149099,0.0235520556088955,0.0123282865759447,0.0198550546328801,0.0234913269381904,0.0150951103159463,0.0144638769226437,0.0214617009396086,0.0182792270846748,0.012736879183914,0.0131239250784755,0.0207463582406864,0.0204880052485227
118,2015-04-08,0.0199038331417921,0.0150738101199399,0.0203097376335963,0.0163983705453859,0.0186449462746817,0.0159979425560004,0.0161752322957763,0.0181642291661019,0.0094994323572832,0.0149717573597703,0.0197438140336276,0.023502029407824,0.0121059388447722,0.0197909745602909,0.0230180748094722,0.0151112344864866,0.0142071544829104,0.0200705641430549,0.0182409969569122,0.0128310605694309,0.0130188873607788,0.020689768639966,0.0203733913371347
119,2015-04-09,0.0199763299883097,0.0150817708721673,0.0203552854871075,0.0158706323635205,0.0186379093150478,0.0160190148744348,0.0164241823034955,0.0179837623323577,0.00949334316818688,0.0149446883719112,0.0200431622286355,0.023714495695128,0.0121626774487981,0.0203929596811018,0.0234750908554206,0.015418374567281,0.0142461094381378,0.0200843705911335,0.0183957581154067,0.0129603186685661,0.0139187945714627,0.0208504121053304,0.0202900611947257
120,2015-04-10,0.0190057497229655,0.0112197323569366,0.0197295716470308,0.0152645697568504,0.0173609915856695,0.014367650291617,0.0150210791950622,0.0168956406800163,0.00914084964992755,0.014725028790627,0.0183299576167667,0.0236315593779459,0.0121103756617292,0.0204625757442982,0.0234669686154816,0.015272667756231,0.0141011265723096,0.0200243308820529,0.017701977836346,0.0127864538408372,0.0140155287758386,0.0199780697013708,0.0194034520996394
121,2015-04-13,0.0179848803591666,0.0112077361873833,0.0196305028678678,0.0153661599558923,0.0172616254961572,0.014441624866845,0.0152138579253542,0.0166526531121263,0.00936203039540163,0.0149878377797921,0.0180703288228238,0.0236093002063919,0.0120990748991295,0.0204994554403088,0.023753634395679,0.0148979667363578,0.0140553426894279,0.0196428597800827,0.0174251548597664,0.0127209691472813,0.0138601886862456,0.0203928344250337,0.0191738810576151
122,2015-04-14,0.0179715022481511,0.0111702613980363,0.0196294124990369,0.0153196417686282,0.0172567450473811,0.0146151512654341,0.0152943797195786,0.0166532784439244,0.00936210045912008,0.0150220452170919,0.0182834676421909,0.0235905826611787,0.012350682730641,0.0205031949885214,0.0236784941480081,0.0149123754433882,0.0140536158875974,0.0198460069217035,0.017442789632315,0.0127047058323172,0.0138301791540522,0.0207054664543241,0.0191556565647333
123,2015-04-15,0.0181667333451474,0.0111609028878442,0.0224599273291072,0.0154745259146493,0.0175981696562128,0.0147617497704266,0.0153028312836365,0.016619947659971,0.00929251202822331,0.0154736613696233,0.0187683268405102,0.0233683196454017,0.0123187168427486,0.0208127632438695,0.0234730947637943,0.015474514601617,0.0139852633221349,0.0203931612172605,0.0178940214775928,0.013586302719891,0.0145703691297111,0.0216530677913726,0.0192500505966711
124,2015-04-16,0.0179698140858804,0.0114777783837609,0.0224127786461444,0.0164926068544237,0.0177366513130817,0.0155042516716744,0.0179256516962788,0.0162585652265131,0.00963610530731164,0.0156696907156758,0.0190316948006517,0.023854590189802,0.0123044781953152,0.0208564267363174,0.0235228194013892,0.0156739446071621,0.0139587078614494,0.0203964225102489,0.0179579268798579,0.0137444277168866,0.0145844690337326,0.0216781944053557,0.0192405092881712
125,2015-04-17,0.0169763676990532,0.0114923052127687,0.0222991496588762,0.0165576061108905,0.0174013298306793,0.0154271296407127,0.0179482849914884,0.016254662804937,0.00928673643881831,0.0156863055809129,0.0189534016959605,0.0232089830029503,0.0120466037950699,0.0210865036317954,0.0231183460563567,0.0152191611667516,0.0138035313454089,0.0204384664627561,0.0180857459821308,0.0137338272655498,0.014549198133548,0.0186281850882618,0.0191510231269777
126,2015-04-20,0.0168359959372372,0.0115409690092648,0.0224690568104073,0.016396152993638,0.0172263056573697,0.0154178978674228,0.0181682528286395,0.0162733790979231,0.00917895654466497,0.0156862367960193,0.0191213732482429,0.0232018300850812,0.0119836326675129,0.0212203204015682,0.0230937043770834,0.014946051129259,0.0139005357333206,0.0208298167406866,0.0180637124322245,0.0139494419239905,0.0146088631290634,0.0183719346986491,0.018700681795252
127,2015-04-21,0.0166238702051152,0.0116756563578711,0.0229810054246146,0.0181219526100507,0.0175802002321725,0.0163938712446473,0.0180480952116438,0.0159625167607243,0.0090878710790037,0.0165026323509462,0.0195535888711493,0.0230785916284994,0.0120552827015307,0.0214635344298463,0.0228216322018132,0.0152473541654477,0.0139982429746694,0.0211047799984724,0.0188188782933976,0.014493723164829,0.014647890884407,0.0183908704964725,0.0188117605912566
128,2015-04-22,0.0165735709251494,0.0116736261068636,0.0229330859697458,0.0182335244534728,0.0177429604981703,0.0165670331260022,0.0179811746938916,0.0160393873071235,0.00911331960923412,0.0165896431798306,0.0196036744266898,0.0227015049447448,0.0121870283271812,0.021501940894925,0.0227546280884218,0.0152760165529352,0.0140012766451788,0.0212774374362386,0.0188511366141179,0.0145554154803436,0.014513644714249,0.0184133207693713,0.0188038038619163
129,2015-04-23,0.016587248795743,0.0118560996277228,0.0230287333421329,0.0182240895315083,0.0177237749337493,0.0165557246679542,0.0178074394889923,0.0167297349358273,0.00906001862847903,0.0166278882160621,0.0196457355980745,0.022699384584197,0.0123124484739202,0.021505517277486,0.0227568511910725,0.0150922377686457,0.0140064393162033,0.021145664648045,0.0188520293909487,0.014447969356323,0.0144863010782903,0.0184823940826845,0.0187794036378786
130,2015-04-24,0.014260963314408,0.0104846258841637,0.0210799198235436,0.016971855520433,0.0175965077379413,0.0149869720948372,0.0166829017735915,0.0135408822868565,0.00905373211936926,0.0134310571077348,0.0169256112220396,0.018421672613908,0.0124669856779419,0.0176844064996034,0.019832728156343,0.0137183893253742,0.0137485386075137,0.0211913767568918,0.0168223795478012,0.0143405059348506,0.0139234343582214,0.0178834985598997,0.0186958904073709
131,2015-04-27,0.0139459145799798,0.0104203067932591,0.0207334251652976,0.0169877243293929,0.0169383345748931,0.0149902678700609,0.0167139637317795,0.0135313829167999,0.00871015405918673,0.0133991486152256,0.0163810630946407,0.0184073670900099,0.0118023563097096,0.0177511819711322,0.0198356213257332,0.0129685964596849,0.0143653261857481,0.0202485836579777,0.016826527163455,0.0137782390983688,0.0138937061660365,0.0178796814525697,0.0183884003465825
132,2015-04-28,0.0137447257597581,0.0106388239176491,0.0209949377807683,0.0168987259914513,0.0174612611547003,0.0156407269846643,0.0172065291577032,0.0134382889499827,0.00857063856812535,0.0136236843678852,0.0168188047826517,0.019734880079589,0.013067170992552,0.0179773043573981,0.0209556480861045,0.0137304579981035,0.0153159694035375,0.0208282832248784,0.0174345476773789,0.0140350378345557,0.0145691507445812,0.0183079542148215,0.0186021935807547
133,2015-04-29,0.0140987181425541,0.0106508323353982,0.02122534157266,0.017195490800094,0.0177173509058159,0.01571721981921,0.0172639336926373,0.0134011333681884,0.00869832839497748,0.0136649586966727,0.0169710073716139,0.0197625350234606,0.0131564037299903,0.018016255117484,0.0209677506402798,0.0138996892741187,0.0152826416447077,0.0222110259479964,0.0177723557740482,0.0141692247530848,0.0146316279974097,0.0183760382067277,0.0190310966661927
134,2015-04-30,0.0138479086098541,0.0106078620078638,0.0216974024261428,0.0169747989758904,0.017501913229817,0.0156639882125691,0.0172223134741219,0.0130220015979298,0.0087875521582782,0.0136026665819155,0.0169070668179336,0.0199836529195672,0.0131317312007685,0.0181580327390633,0.0205577517246625,0.0137471850078308,0.0154711102075042,0.0218804486092034,0.0177011566495729,0.0138854376920073,0.0146865264467529,0.0182942891441653,0.018779246431829
135,2015-05-04,0.0139136730029558,0.010641463933151,0.0219415379071331,0.016967256462351,0.0175757324748252,0.0156325367031136,0.0172549166430893,0.0130145284249728,0.00875242295064129,0.0135097237847749,0.0169271509396726,0.019871546559211,0.0131260499467005,0.0182023892155854,0.0205607508859193,0.0136995771946,0.0156033693374541,0.0218277736299549,0.017704041327683,0.0138919894547084,0.0146565717604624,0.0183736495030222,0.0187817846425721
136,2015-05-05,0.0144371495175649,0.0119389589483379,0.0221867691398229,0.0178203905911256,0.018186596473694,0.0163067684190933,0.0183380675486358,0.0148832869200419,0.00907944071783014,0.0157625056183547,0.0173678355673769,0.0215217177320669,0.013603148065272,0.0195489412491344,0.0219979136202536,0.0142443251048183,0.0164213975825525,0.0224047165763452,0.0188561328484654,0.0139981565827361,0.014612118532197,0.0196276776209414,0.0186070539316095
137,2015-05-06,0.0141570350747077,0.0126818195821008,0.0223473633126288,0.0176064098886289,0.0181695796964493,0.0163457034858401,0.0182604512326831,0.0154041029699146,0.00896488099539803,0.0161475336286784,0.0174439752076779,0.0222860477128861,0.0135702805369872,0.0197179796551913,0.022263441633923,0.0142881594828578,0.0166727078985924,0.0223084775648897,0.0191859797812868,0.0139521806816782,0.0147883743033712,0.0200420226758829,0.0184901552713471
138,2015-05-07,0.0139971065923828,0.0129062250317987,0.0234982439844946,0.0173672966830863,0.0181643407788688,0.0163299639241787,0.0181927870903329,0.015113261331501,0.00902327039887669,0.0160183407343175,0.0175800310845995,0.0227484526556156,0.0136010274439086,0.0197517025088978,0.0221582158764403,0.015635518176289,0.0165706899782059,0.0223123471075438,0.0192333625889823,0.0140097445178418,0.0150289872686604,0.0202262943416404,0.0199098082028133
139,2015-05-08,0.0138297394615738,0.0130036925204501,0.0235615911593111,0.0172828497116996,0.0181321369968124,0.0165172710144557,0.0185416096102541,0.0147591008431375,0.00897838689236213,0.0161457611088459,0.0175495063926949,0.0227919394416205,0.013996804646063,0.0197514756390664,0.0220401266733954,0.0156670301289179,0.0164471307385195,0.022865522774645,0.0193188694663603,0.0149123326050455,0.0151689923150677,0.0202582729075588,0.0197315604325125
140,2015-05-11,0.0137945833525317,0.0129477146858935,0.024075195956196,0.0172354105452284,0.0184636162265214,0.0165847010380425,0.0186299488539301,0.0143405973752975,0.00899599593447255,0.01613043802831,0.0174975015683426,0.0226569413317191,0.0149446394342679,0.0197022341191479,0.0220113970315631,0.0157057920233882,0.0162012408634687,0.0234233411476611,0.0194759975254903,0.0149134108971008,0.0151843372509854,0.0201051043050578,0.0205909171735035
141,2015-05-12,0.0136661289453243,0.0126998338895564,0.0240282473043648,0.0172470639454177,0.0182169220392532,0.0165855356933545,0.0186231951754735,0.014652808045544,0.00898969879404077,0.0162018139813013,0.0174132729379097,0.0226621244647769,0.0149429069547416,0.0195951309492193,0.0219521744257939,0.0156749560632312,0.0168876200227343,0.0232797927776451,0.0194754798045257,0.0153116479104885,0.015038081942334,0.0202222977841988,0.0206208686903411
142,2015-05-13,0.0134172469433625,0.0129454549772833,0.0240101881378564,0.0170565397478803,0.0182634225294437,0.0165142569178078,0.0186111439570673,0.0147527395707473,0.00899343891664157,0.0160238446215861,0.0174666798966455,0.0227136162915989,0.0148009352230945,0.0196301153183097,0.0219170160935389,0.0154616392064137,0.016778513471639,0.0231734115663325,0.0194648819539,0.0152884818672899,0.0149536903881887,0.0202373203353319,0.0204276344238793
143,2015-05-14,0.0132758795034594,0.0129370536785118,0.0245215313703186,0.0167553585601521,0.0183017253485216,0.0164043035672307,0.0186050226805885,0.0149617767591308,0.00897726921360489,0.0159782771455239,0.017361273429053,0.0227671473983674,0.0147788878715351,0.0197793445425272,0.0218766063929461,0.015429902740645,0.0167186735951406,0.0235962309590344,0.0196365900273495,0.0152136872495489,0.0148291494832585,0.0202549891022056,0.0203558533191372
144,2015-05-15,0.0126753547324905,0.0127916339719682,0.0246049387435008,0.0161943038102481,0.0181790789624697,0.0162800228451532,0.0185104011585289,0.0149933744338276,0.00923618335347822,0.0164349358610175,0.0173757462926289,0.0226235372827578,0.0146557444309001,0.0195908311608116,0.0216729063697401,0.015108332339487,0.0170579185612006,0.0233584043104591,0.0198606770182346,0.0149548439085547,0.0148275404889468,0.0201757417352076,0.0195941663459989
145,2015-05-18,0.0126465944499605,0.0127914893504175,0.024701199816731,0.0160938863301371,0.0181818104789899,0.0161516318145223,0.0184423468115381,0.0151777421756983,0.00924500471914647,0.0164335659210257,0.0173619641199788,0.0226840607615996,0.0146148093384408,0.0197042520357999,0.0216870808070352,0.0151280636522614,0.0173904991633223,0.0232862312999361,0.0199325594662624,0.0149134491494603,0.0150234838821082,0.0201763688566636,0.0195175878940049
146,2015-05-19,0.0120282395055838,0.0128700587095157,0.0244148229036227,0.0160993679771345,0.0181412299560555,0.0162916793458608,0.0187821823042774,0.0150825768061246,0.00926114741585886,0.0165207812999066,0.0168660042509704,0.022619123873436,0.0146055994353659,0.0197241094646911,0.0218716577815716,0.0152329626170409,0.0173584805809247,0.023234784763268,0.0198536369354785,0.0148858908942259,0.0150131441999011,0.0197630224434513,0.0196187372237351
147,2015-05-20,0.0119572486106297,0.0128726752542043,0.0240799080036747,0.0160172377131818,0.0181654244645555,0.0163014710781992,0.0188574421423499,0.0150752667805367,0.00931988657418964,0.0165234621456445,0.0164364542700931,0.0226295337760334,0.0146959969743863,0.0195710979375012,0.0220059671086525,0.0152221926662642,0.0173935919817221,0.0232260779637036,0.0198871561189178,0.0149368485931273,0.0149931250304498,0.0202974111695649,0.0194859154029819
148,2015-05-21,0.012254910751256,0.013050003704998,0.0242028123302498,0.0165023071152013,0.0186501971895587,0.0165108301757102,0.0193628588287082,0.0151762675532701,0.00932362219686875,0.0166326311846142,0.0163016975044275,0.0226201460527337,0.0151224380934904,0.0196986998734706,0.022971515814374,0.0152758001073801,0.0174327995789622,0.0231698361706576,0.0198856746950749,0.0151602470591349,0.0151924266618631,0.0203195656856856,0.0194277022539966
149,2015-05-22,0.012333503012886,0.0130936062269968,0.0241810307980601,0.0165258057633511,0.0189763435478892,0.0164988185078242,0.0194334501323911,0.0153625514785427,0.00948367055061737,0.016615919198222,0.0163279378103532,0.0227814160655762,0.0151402634573549,0.0196955577150044,0.0229828587145571,0.01541123095128,0.0176332204049186,0.0232966058198078,0.020107148657713,0.0152605172276466,0.0151441994028574,0.0203121524688817,0.019591201672782
150,2015-05-25,0.0124030882456008,0.0130380094746057,0.0239174191622443,0.0166836214073319,0.0195088360904408,0.0167257538336587,0.0196222823608689,0.0155519062329755,0.00946724481291523,0.0167065495813155,0.016206892851094,0.0228245383107036,0.0150750995717035,0.0196751238407669,0.0229774099454626,0.0153179052164843,0.0178745564879112,0.0227739177757052,0.0200005509097064,0.0151779620277871,0.0152255234518555,0.0202997440898315,0.0190613021422573
151,2015-05-26,0.0123037310011389,0.0130626467075649,0.0242798474065427,0.0167638984319264,0.0197709107740289,0.0167412375676644,0.0200592726537336,0.0155951985650441,0.00935677053897865,0.017031602976295,0.0165839458113358,0.0228787917396317,0.015503786087191,0.0196752073764861,0.0231452092635287,0.0156308981258659,0.017984344946427,0.0232416329749668,0.0202121027163576,0.015177329217762,0.0154151368346282,0.0203107860238547,0.0192326517594548
