,date,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600010.SH,X600188.SH,X600886.SH,X600795.SH,X600309.SH,X600027.SH,X600489.SH,X600547.SH,X600660.SH
113,2015-03-31,0.0230229273882099,0.0262963517262879,0.0205082730902155,0.0167353858170638,0.0238323043342581,0.0227289292317188,0.0229611737005117,0.0220205812784834,0.0169288676717832,0.0251358103211284,0.0140754221501184,0.0209988885833585,0.0252090304428068,0.022289072386623,0.0233153804003057,0.0174108263078896,0.0231624203314077,0.0196020671085947,0.0165970737566804,0.0137712998372475
114,2015-04-01,0.0227559453530255,0.0262283554646968,0.0201621822584496,0.0167662535204692,0.023449865741752,0.0224664062031308,0.022930140265176,0.0220154039355974,0.016788957624683,0.0250298026895423,0.0140049379085494,0.020924096225808,0.0250538321315254,0.0225039774359282,0.023557113940579,0.0174595390234953,0.0233250704713533,0.0196243302363363,0.0166703238443122,0.0134343841169265
115,2015-04-02,0.0225054379351262,0.0259408996629176,0.0201451070024153,0.0166856470148492,0.0233275306662568,0.0220601783886525,0.0226977429581391,0.0220131125200476,0.0167103945705979,0.0246781586473082,0.0139108455207953,0.0203832192463645,0.0247554960634123,0.0222285175354166,0.0234453184540142,0.0173000445892508,0.0232385715997988,0.0199582319484195,0.0170121758746723,0.0134341942471878
116,2015-04-03,0.0222910478888178,0.0257629604050874,0.020154021754877,0.0166295377623354,0.0233591940708697,0.0221784739787621,0.0226589023943424,0.0222008564409051,0.0166837479175405,0.0248813720915202,0.0136626790593332,0.0201407327285735,0.0245943228573813,0.0221844401849128,0.0235059644208404,0.0171286119646226,0.0233897248175115,0.0199936535492853,0.0170368273257131,0.013384097080472
117,2015-04-07,0.0225425713552765,0.0258762276316696,0.0206194063545419,0.0167624306879661,0.0234482519848148,0.0222128981204242,0.0231475946243114,0.0226302492591664,0.0170164957576448,0.025211869814733,0.013625885703931,0.0204048213221518,0.0247857624769596,0.0224691902521498,0.0239607902190998,0.017789890954948,0.0236619493436601,0.0207763143921992,0.0175053410640456,0.0133477418103299
118,2015-04-08,0.0224592977451962,0.0258774448299734,0.0205805569186159,0.0167636252227496,0.0231881329814716,0.0220649055982667,0.0228546148325651,0.0224955937997415,0.0168249631775605,0.025233590930622,0.0134396656178878,0.0203762105604021,0.0247930561968391,0.022452561480938,0.0236528079083501,0.0174422800908758,0.0228848547654545,0.0207705953478332,0.0173497958867188,0.0130477040109946
119,2015-04-09,0.0220160557608469,0.0256192158242113,0.0206714226091759,0.0169280448822837,0.0230071348883251,0.0218615290163197,0.0228780027196955,0.0225889518973839,0.0168557439476177,0.0250007682751485,0.0135537246818601,0.0205485557568225,0.0246996485629996,0.0224130950818827,0.0235571724820206,0.0176412956926733,0.0228390024360172,0.020807300324407,0.0175577445135027,0.0130155033375215
120,2015-04-10,0.019800998693335,0.0233929625478471,0.0204336002561732,0.0167866456014108,0.0220480456945578,0.0207200287340754,0.0217704149356895,0.0225376997823256,0.0166082564871746,0.0239150902656617,0.0131674410363975,0.01938890202527,0.0234284516124845,0.0212894553188467,0.0230164833199673,0.0174807773851229,0.0224117495722306,0.0204743812052361,0.0175979837036868,0.0130803181299793
121,2015-04-13,0.0199235631281005,0.0234464875751546,0.0205517608090096,0.0168800968201899,0.0222416015332749,0.020741890908184,0.0215685390350506,0.0227046995610423,0.0165640654710687,0.0241172855601127,0.0131142111304879,0.0194927173339281,0.0235730697736203,0.021535300413154,0.0234246079484078,0.017543890076823,0.0227358306664322,0.0205722250815372,0.0177775841403257,0.013597498047982
122,2015-04-14,0.0196505823331589,0.022962228711035,0.020578850477702,0.01698610628356,0.0236215476880474,0.0207523248500629,0.0215728190057438,0.0237413896130002,0.0165596624456347,0.0240091091591925,0.0130656390424388,0.0210136902035997,0.0235206101528666,0.0215830218437629,0.0237091141140753,0.017553372801929,0.0237866266600654,0.0206411564248108,0.0179018428415886,0.0136182474349187
123,2015-04-15,0.0193162239178878,0.0227379039758292,0.0207338026956396,0.017127777435699,0.0234807701294047,0.0204056995172432,0.0211214718706726,0.0237607183521207,0.0167332921055973,0.0236876187797915,0.012755851595494,0.0213295476593092,0.0238475055602463,0.0217309060122009,0.0230985348936015,0.0179685330065528,0.0233573080825199,0.020167685777185,0.0176999316264398,0.0153822271232709
124,2015-04-16,0.0195637671404841,0.0233945442824675,0.020738511115427,0.0176128068419697,0.0234467059487775,0.0206380279686112,0.0212477021382468,0.0244443203852505,0.0170514807068764,0.0238330919376988,0.0129242080505043,0.021336457522197,0.0238528312802694,0.0222893166123612,0.0233299582536544,0.0184055719235807,0.0235643461767201,0.0205686913655324,0.0188008270298176,0.015406330158988
125,2015-04-17,0.0197414091317442,0.0230231521128064,0.0208855974504382,0.0179422496554334,0.0232321325428926,0.0206004779844774,0.0209177470537682,0.0244081817156168,0.0171702644764874,0.0234074867372346,0.0127331492352042,0.0212809768752993,0.024047285267751,0.022040793295123,0.0234834263843374,0.0185915246075319,0.0233289902360495,0.0199642245787617,0.0187151572528519,0.0154132043181752
126,2015-04-20,0.0201882541262399,0.0233879533658925,0.0208823773107736,0.0179334148444204,0.0232861223584032,0.0206921583769548,0.0209938556701388,0.0243540264796108,0.0171738346378421,0.0233792381108787,0.0127337896708909,0.0212812678304676,0.0240870891139551,0.0221379904872395,0.0234667795392154,0.0187473645567547,0.0233185691658416,0.0199567495468239,0.0186887119336202,0.0157219135417654
127,2015-04-21,0.0202754064785633,0.0232894906367618,0.0207744873333161,0.018007976013077,0.0232299581468489,0.02090159728487,0.0205267131614138,0.0243700255244,0.0165738681099174,0.0231748035823476,0.0125521982608107,0.0212805416537818,0.0240742922930278,0.0222220545174714,0.0234394384319816,0.0185951333492254,0.0233186318212245,0.0198549845667254,0.0185556505963208,0.0157579313252666
128,2015-04-22,0.0199045592269832,0.02234772093884,0.0207714291303525,0.018088491449711,0.024154921953944,0.0206291658459136,0.020419908639308,0.0260078962475091,0.0167371338664507,0.0229430633417005,0.0129714829496459,0.0214930668044136,0.0236219521959419,0.0224279928716868,0.0242063009550884,0.0190000672943266,0.0243065359230095,0.0198494432741939,0.0188104092942227,0.0158337410400253
129,2015-04-23,0.0200359525800002,0.0222996055421706,0.0208868791611424,0.0181019088664375,0.0241528429882436,0.0208672463042583,0.0204560467645257,0.0261582374137667,0.0168672628191337,0.0230106161324993,0.013380663034055,0.0217332937380662,0.0238959747357464,0.0224278379831417,0.0242563199315057,0.0189799310575489,0.0242774020767147,0.0198860409885209,0.0188115778783144,0.0158047971677939
130,2015-04-24,0.0167825014887888,0.018640951422747,0.0178325741045011,0.0145992736537333,0.0207115580076302,0.0180039019156807,0.0163917287274199,0.0238488264442304,0.0151799883869878,0.0202801302516291,0.0116119448680238,0.0197002041636919,0.0197886753249745,0.0196602264033096,0.0215045767292488,0.0157479439840095,0.0213911897585364,0.0177309452875493,0.0178007134644175,0.0143009255006491
131,2015-04-27,0.0183347303797131,0.0206111374002355,0.0182958472653549,0.0148050684228968,0.0208698390345422,0.0184687158326428,0.0163834372405848,0.024918182855133,0.0150523234553509,0.0202371994028765,0.0117577792030646,0.0199702737112028,0.0197449908626182,0.0198391021020113,0.0216043430155996,0.0156568342445787,0.021513266869358,0.0177395468159571,0.0183684628867055,0.0142855310216816
132,2015-04-28,0.0178018304619125,0.0196789485629769,0.0180635153172915,0.0152915055752469,0.0207650993313211,0.0181661485079221,0.0160798774439322,0.0248291787365221,0.0153632571565495,0.02030765356037,0.0122337778117958,0.0203368179677338,0.0197905022923914,0.0194380000369576,0.0219989765102776,0.0160600616104321,0.0221531881328758,0.0170993564382899,0.018333416540839,0.0164917333152374
133,2015-04-29,0.0183463279222554,0.0200969206056424,0.0180838324457585,0.015308076244694,0.0207693946451568,0.0182234923797582,0.0162123127023959,0.0243884949753217,0.0153312813117832,0.0204299828844642,0.0122923426829854,0.0203063982905275,0.0197673144124433,0.0199547946122582,0.0218136038383925,0.0161970961210879,0.0223332642196583,0.0177216215934717,0.0206136762907211,0.016520842047425
134,2015-04-30,0.0186657177366056,0.0202189678437897,0.0184003902895143,0.0153218686662063,0.0208906153719693,0.0184315629766555,0.0170659022256133,0.0241181497606282,0.0156788058960549,0.0206755545705749,0.0122795757826124,0.0206117317337607,0.0198376046007823,0.0199954174845888,0.0216286559234572,0.0164487572540687,0.0227934366188738,0.0178294327227209,0.0211989778735982,0.0165175745490558
135,2015-05-04,0.018599834234433,0.0202220062084027,0.0185744205598493,0.0157006060209304,0.0224245667108184,0.0194996538660051,0.017022933568604,0.0260362234071636,0.0153626699101608,0.0207038277023828,0.0122833302174503,0.020650707870556,0.0198675740635594,0.0209803531589154,0.0229822779955629,0.0164266948714865,0.024761587507549,0.0178888091847855,0.021844247750646,0.0168445090075544
136,2015-05-05,0.019006491939274,0.0205115869949826,0.0198091311471611,0.0165832643654325,0.0241857966449155,0.0209291040803774,0.0201545815746077,0.0276524885522554,0.015892907756705,0.0220817468399661,0.013494561978205,0.0213501328126973,0.0206117812418928,0.0224684102596627,0.0243576972827708,0.0165865049099564,0.0253387245161729,0.0192795625688283,0.0244281734551488,0.0199663917326288
137,2015-05-06,0.0191495479666675,0.0204111889288823,0.0200900592919437,0.0169960245621454,0.0247413067567425,0.021601338099554,0.0214408804187845,0.0279844349917133,0.0161763040712181,0.0228728359353077,0.0136176441285517,0.0220139753813953,0.0206711744750308,0.0231110367094149,0.0247552168830384,0.0165361278692084,0.02563493928939,0.0202873809383174,0.0251300621132575,0.0213406672448449
138,2015-05-07,0.0194424460808632,0.0205184195163904,0.0203334707785514,0.0172304452137698,0.026417207100327,0.0229877781808789,0.0225172394218008,0.0293002851821575,0.0167793066464801,0.0241235356879875,0.0136654787256363,0.0235726132771655,0.0204316155021614,0.024789576778407,0.0274712532503228,0.0167722096347271,0.0285163014619645,0.0204956877866647,0.0249887002545895,0.0223532737786355
139,2015-05-08,0.0193146467561114,0.0203851410404645,0.0201731497272253,0.0169540145224983,0.0264208662799229,0.0228159539873707,0.022565479849659,0.0293329118264821,0.0167287920662369,0.0240332506540418,0.0136649738659011,0.0236676497676862,0.0203824975793309,0.0249190941016811,0.0274093290069805,0.0167202589607577,0.0284770396684962,0.0201451827102432,0.0249608576800745,0.0223745066072774
140,2015-05-11,0.0188750913403486,0.0201654197201296,0.020070782003511,0.016718091951528,0.025862023086437,0.0226197362960291,0.0220058542178239,0.0287236338220313,0.0165226955879965,0.0231413265581285,0.0139636198293038,0.0235099822508162,0.0203793011501539,0.0242652789318514,0.0266866005996604,0.0171415795935828,0.0282283750322815,0.019600353369543,0.0249064458644046,0.0223223287685631
141,2015-05-12,0.0187391283984649,0.0199100071393583,0.0199094646335061,0.0167069113433149,0.0259918261028398,0.022625523954317,0.0219281665122822,0.0290026292862583,0.0164990920957837,0.023154780820035,0.0140836899958291,0.023465035901369,0.0202364786324695,0.0242382442475373,0.0271842640734781,0.0172547708593924,0.0285350008159956,0.0196588009659371,0.0249643288900353,0.0223877223717801
142,2015-05-13,0.0188570095525029,0.0200478741202381,0.0199352533795719,0.0167883154244274,0.026474957796862,0.0226255785263453,0.0220307782714612,0.0293081599147023,0.0165026073296743,0.023384618772369,0.0140931755168774,0.023421763856825,0.0202174652632764,0.0245787495507761,0.0279831325591386,0.0172566777460058,0.0289280334829023,0.019698396583844,0.0253189972701325,0.0223709065658063
143,2015-05-14,0.018660754324478,0.0197230654307375,0.0196105190715861,0.0165260056426615,0.0257812847285086,0.0220997927719292,0.0220103940127853,0.0293287136734179,0.0166295151079504,0.0229524614790051,0.0138801032611134,0.0230321842294186,0.0201751147717365,0.0246383238070905,0.0277106657292221,0.0169779287726783,0.0282372619848567,0.0195797579228775,0.0252114005832515,0.0222565243966491
144,2015-05-15,0.0185128927003775,0.019975066723744,0.0195466860422818,0.0165038711740658,0.0255425324338475,0.0220893428205024,0.0218296259214386,0.0290672157098842,0.0164750127602557,0.0227703817242239,0.0136482221168677,0.0226923257595576,0.0199453901661686,0.024314664620529,0.0269827605662244,0.0167221741751142,0.0285777040757595,0.0200608690461005,0.0255630219822767,0.0222944356034435
145,2015-05-18,0.0186189387876866,0.0201767554041657,0.0197092358749444,0.016536412205596,0.0257502158465692,0.0222484321370078,0.0224141936279399,0.0290444638407163,0.0171064981470371,0.0242792076672471,0.0140076967085364,0.0231493321203779,0.0200099754186248,0.0242026479487828,0.0272339971886233,0.01673853836431,0.0292942031366299,0.0200465322377165,0.0255179220597769,0.0223056163320218
146,2015-05-19,0.0186227865104755,0.0203627182711989,0.0196868470871408,0.0167059987666127,0.0257593661395206,0.0223180206111334,0.0223441861823051,0.029333959444189,0.0171364955349737,0.0250422207069273,0.0140694003576179,0.0231022904456047,0.0203378966492913,0.0243904814991918,0.0272400835277364,0.0167250530167687,0.0294437038632957,0.0200202604450021,0.0254983066098776,0.0225657629239176
147,2015-05-20,0.0186164715439596,0.0203187022595322,0.0197044807052039,0.0167099432187021,0.0257505303965776,0.0223115174018755,0.0224214130991909,0.029233131469456,0.0171675157910737,0.0261549938282669,0.0140823675199784,0.0230360151061954,0.0203741298887965,0.0242877786876367,0.0272959734628702,0.0168397420146455,0.0294136939111308,0.0199509810486062,0.0254927529939279,0.0225813736720566
148,2015-05-21,0.0186014731975673,0.0203350199627341,0.0196929696735209,0.0167744320902172,0.0257666025759055,0.0223093807974537,0.0225575279345879,0.0292544719264394,0.0171713067424026,0.0271407431752233,0.0140813240953593,0.0232100381835936,0.0204388870703959,0.0242833204549326,0.0273486429158086,0.0169769312006258,0.029397017150872,0.0198813378496457,0.0254342919182447,0.0227328446195853
149,2015-05-22,0.0189979527571291,0.0208034499027104,0.0198117987247159,0.0169037047330004,0.0257839550984958,0.0223761369883808,0.0225892137676492,0.02952025698028,0.0171389438883284,0.0274910661007138,0.0141895790242273,0.0231932682624685,0.020965761398173,0.0243814153283756,0.0273584565636909,0.017225382425614,0.0295826645752065,0.0200684392943168,0.0255416785392254,0.0230882068691611
150,2015-05-25,0.019460922708367,0.0209754494002939,0.0198706751723853,0.0172540921131853,0.0259172341271565,0.0228208630914703,0.0225440925270207,0.0298728405479711,0.01718295027564,0.0276714498993087,0.014266609329726,0.0232315670659225,0.021274129599049,0.0245724589081273,0.0274765949707731,0.0172416410816793,0.0300863910382264,0.020107196247271,0.025631208901487,0.0233974693690926
151,2015-05-26,0.0194495153440855,0.0209802283533651,0.0198852835618936,0.0173489342620278,0.0259189359241431,0.0229910871544334,0.0225588765102114,0.029838629039064,0.0171830817412945,0.0280405755615654,0.0145271282159716,0.0232107889149701,0.0214424510668851,0.0246782327684746,0.027483324736575,0.0175541178275653,0.0300604693273192,0.0201949456291205,0.0257608181966386,0.0237135765686325
152,2015-05-27,0.019297565453302,0.0210803263299495,0.0197865062181928,0.0173368511869616,0.0259129379449842,0.023036502543624,0.0226092434213876,0.0299046823579665,0.0171777982399,0.0281212350675704,0.014627693073581,0.0231966160726343,0.0217810334686657,0.0246772355034385,0.0274880861366653,0.0175535298458648,0.0302397763188847,0.0200857198710005,0.0257079369940295,0.0239487053578679
153,2015-05-28,0.0217592448187414,0.0239884363981259,0.0221066747033523,0.0183376391295016,0.0282244162309984,0.0255035911732587,0.0246910057230973,0.0326556395568416,0.0207642745019029,0.0308087530513756,0.0160111574176427,0.0250346476391272,0.0241605713319772,0.0268261830157129,0.0298192485173379,0.0194309340809459,0.0322465961735392,0.0233017460395911,0.028862886339713,0.0255596372206754
154,2015-05-29,0.0217620514824671,0.0237316847429305,0.0223000818915352,0.018335126221117,0.028410754627506,0.0255882308535895,0.0253300015573235,0.0326524426872938,0.0211148318992998,0.0310262368875267,0.0160622280436293,0.0250391477706795,0.0242560982961393,0.0268476068088293,0.0299905731376534,0.019405181101346,0.032199476312429,0.0237518568490503,0.0289167044539964,0.0255847259774863
155,2015-06-01,0.0220118509784663,0.0243779626757167,0.0230853990112573,0.0188950018881665,0.0290045735906799,0.0264814938429099,0.0252245990996354,0.0350251731018732,0.0211524868962023,0.0311891080015264,0.0164197333814677,0.0254173802811155,0.0249938692989609,0.0276474747125679,0.0303601473602703,0.019853613023375,0.0337930526071101,0.0238338706269773,0.0295500084528628,0.0264979951607024
156,2015-06-02,0.0216511958886833,0.0241280616758897,0.022784241596642,0.0185615111016135,0.028731026437656,0.0261607120089683,0.0254082261158633,0.0349912563393755,0.0211518995949939,0.0311250771302096,0.0163956998432742,0.0252627017664218,0.0248999757719239,0.0275227081697818,0.0302283624682013,0.0197917414122156,0.0336772000807832,0.0238677843999247,0.0293456569081127,0.0265233982770174
157,2015-06-03,0.0216411694240858,0.02407475879049,0.0228864432561964,0.0186030810000609,0.0289091436899881,0.0263267346466796,0.0258020167108236,0.0350440574025173,0.021414020101521,0.0312720387488647,0.0165031010303526,0.0252980243234171,0.0249248385185364,0.02759666216413,0.0305448303806318,0.0198101814469372,0.0337898747299126,0.0238485802831374,0.0293324381599025,0.0265193809952017
158,2015-06-04,0.0215535341428762,0.0239839724666517,0.022814705892047,0.0185646180545691,0.0286992025471492,0.0263726030854816,0.0257071559485512,0.0348260767134911,0.0214160434762146,0.0311453934390319,0.0165236514411709,0.0251871287600456,0.0248136637299703,0.0274769483695426,0.0303567743017379,0.0196306408592226,0.0336024160180313,0.0238140770245346,0.0292255815168046,0.0264991123846652
159,2015-06-05,0.0216764285600109,0.023849234120591,0.0228099596072569,0.0187118338126808,0.028876012685336,0.0263646689196295,0.0256233933848552,0.0349035911516071,0.0213584086196144,0.0312906796293753,0.0165771147268046,0.0251954694739714,0.0249603802210794,0.0277115036484538,0.0302057346864004,0.0198019780022563,0.0339555486430237,0.0238986220348875,0.0295715753351484,0.0269891980842793
160,2015-06-08,0.0218208263648106,0.023846740791465,0.0228228451334436,0.0186380678689712,0.0290411718707549,0.0264466085219516,0.0256615183864399,0.0351776072935414,0.0215651982111177,0.0312112630639667,0.0165852294560732,0.0251566530922211,0.0249884286404547,0.0278021465320219,0.0301729035445082,0.0197840123127098,0.0340745352714184,0.0238943130978551,0.0295368492341776,0.0269776101971583
161,2015-06-09,0.0218487592925235,0.0238552847543948,0.0229053181772783,0.0186411613938241,0.0290393166454642,0.0264216090057095,0.0257206544882641,0.0353994693290853,0.0216911253208328,0.0312213182960516,0.0166072642770272,0.0251390432653163,0.0255351903673494,0.0277910075744857,0.0301812643274682,0.0197736208663954,0.0340688907133291,0.0239109002952811,0.0295091961750501,0.027021967024971
162,2015-06-10,0.0218453278381177,0.023898487944583,0.0232400528807962,0.018664535995033,0.0291730265778989,0.0263819782196848,0.0258938465811583,0.0354886847340687,0.0218768677897528,0.031470073125077,0.0166907684169785,0.0250958223774254,0.0256569745359513,0.027916597266209,0.0305370592446425,0.019681210521807,0.0341440489339083,0.0241303382876748,0.0294938776822024,0.0270143116431551
163,2015-06-11,0.0217927854020458,0.0240467672355303,0.0235917254553058,0.0186765721661146,0.0290980507676494,0.0264140434829137,0.0257728763323459,0.0355754219384078,0.0222484994052166,0.031398722642867,0.0166562126624584,0.0251548087160836,0.0256799319596375,0.0279448654529653,0.0305512756574918,0.0196815274384587,0.0341524737899447,0.0239751777040144,0.0295810314772328,0.0270519298558108
164,2015-06-12,0.021794769117504,0.0240457901711706,0.0234731028843756,0.0186906866578227,0.0290954794121833,0.0264303832575855,0.0256600352629902,0.0357091718997013,0.0222418944949739,0.0312871476028804,0.016663716014278,0.0251524027330038,0.0256842528967021,0.0280143077567721,0.0307202982288891,0.019710931042033,0.0345285813888371,0.0239830735283524,0.0295798007843162,0.0270145934423622
165,2015-06-15,0.0218949522385975,0.0243071637295472,0.0240186182753961,0.0186360296059717,0.0291444795343424,0.0264302253129285,0.0257399670096717,0.0359795110865424,0.0225613253024159,0.0311296066226067,0.0166554992292647,0.025103208423468,0.0257121226992339,0.0280487127636985,0.0306953393326836,0.0197720259448326,0.0345302793749669,0.0239533490329861,0.0296350183799924,0.0270066651042905
